platform,username,rating,tanggal,content,cleaning,case_folding,normalization,tokenization,stopword_removal,stemming,label,sentimen_pred
Shopee,ayuzainabzainab,5.0,2025-02-27T10:07:30.000Z,"Tekstur:lembut
Aroma:wangi
Efek:melembutkan dll

Insyaallah bagus Krn udah lama aku pantau dan liat2 review dari banyak orang..semoga di aku juga cocok, JD ga perlu nyalon lagi deh..",Tekstur lembut Aroma wangi Efek melembutkan dll Insyaallah bagus Krn udah lama aku pantau dan liat liat review dari banyak orang semoga di aku juga cocok JD ga perlu nyalon lagi deh,tekstur lembut aroma wangi efek melembutkan dll insyaallah bagus krn udah lama aku pantau dan liat liat review dari banyak orang semoga di aku juga cocok jd ga perlu nyalon lagi deh,tekstur lembut aroma wangi efek melembutkan dll insyaallah bagus karena sudah lama aku pantau dan liat liat review dari banyak orang semoga di aku juga cocok jadi tidak perlu nyalon lagi deh,"['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'melembutkan', 'dll', 'insyaallah', 'bagus', 'karena', 'sudah', 'lama', 'aku', 'pantau', 'dan', 'liat', 'liat', 'review', 'dari', 'banyak', 'orang', 'semoga', 'di', 'aku', 'juga', 'cocok', 'jadi', 'tidak', 'perlu', 'nyalon', 'lagi', 'deh']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'melembutkan', 'insyaallah', 'bagus', 'lama', 'aku', 'pantau', 'liat', 'liat', 'review', 'banyak', 'orang', 'semoga', 'aku', 'cocok', 'jadi', 'tidak', 'perlu', 'nyalon', 'deh']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'lembut', 'insyaallah', 'bagus', 'lama', 'aku', 'pantau', 'liat', 'liat', 'review', 'banyak', 'orang', 'moga', 'aku', 'cocok', 'jadi', 'tidak', 'perlu', 'nyalon', 'deh']",Positif,Positif
Shopee,febii1605,5.0,2024-04-24T11:42:14.000Z,"packingan nya bagusss, ini sebenarnya isinya full cuman aku baru ngeulass heheh ada tutup pengamanannya sebelum tutup luar cuman pun aku udh aku buang hehehheh produk nya bagus wanginya enak tekstur juga lembut baguss deh pokoknya 👍🏻👍🏻",packingan nya bagusss ini sebenarnya isinya full cuman aku baru ngeulass heheh ada tutup pengamanannya sebelum tutup luar cuman pun aku udh aku buang hehehheh produk nya bagus wanginya enak tekstur juga lembut baguss deh pokoknya,packingan nya bagusss ini sebenarnya isinya full cuman aku baru ngeulass heheh ada tutup pengamanannya sebelum tutup luar cuman pun aku udh aku buang hehehheh produk nya bagus wanginya enak tekstur juga lembut baguss deh pokoknya,packingan nya bagus ini sebenarnya isinya full cuman aku baru ngeulass heheh ada tutup pengamanannya sebelum tutup luar cuman pun aku sudah aku buang hehehheh produk nya bagus wanginya enak tekstur juga lembut baguss deh pokoknya,"['packingan', 'nya', 'bagus', 'ini', 'sebenarnya', 'isinya', 'full', 'cuman', 'aku', 'baru', 'ngeulass', 'heheh', 'ada', 'tutup', 'pengamanannya', 'sebelum', 'tutup', 'luar', 'cuman', 'pun', 'aku', 'sudah', 'aku', 'buang', 'hehehheh', 'produk', 'nya', 'bagus', 'wanginya', 'enak', 'tekstur', 'juga', 'lembut', 'baguss', 'deh', 'pokoknya']","['packingan', 'nya', 'bagus', 'sebenarnya', 'isinya', 'full', 'cuman', 'aku', 'baru', 'ngeulass', 'heheh', 'tutup', 'pengamanannya', 'tutup', 'luar', 'cuman', 'aku', 'aku', 'buang', 'hehehheh', 'produk', 'nya', 'bagus', 'wanginya', 'enak', 'tekstur', 'lembut', 'baguss', 'deh', 'pokoknya']","['packingan', 'nya', 'bagus', 'benar', 'isi', 'full', 'cuman', 'aku', 'baru', 'ngeulass', 'heheh', 'tutup', 'aman', 'tutup', 'luar', 'cuman', 'aku', 'aku', 'buang', 'hehehheh', 'produk', 'nya', 'bagus', 'wangi', 'enak', 'tekstur', 'lembut', 'baguss', 'deh', 'pokok']",Positif,Positif
Shopee,r*****a,5.0,2023-12-22T14:57:51.000Z,"Pengemasan & pengiriman cepat 

Best produk bangetlah si protein cream satu ini. 
Pembelian yang keberapa tahu, karena saking seringnya beli 
Best buat rambut gw yang ngembang buanget  jadi mudah di atur lembut  klo seblom catokan wajib pake ini n jadi shiny 
Lagi ada promo saat live, jadi mentengin terus klo lagi live makanya wlopun di rumah masih ada setengah kemasan gercep beli ahhh.....mumpung lagi ada diskon gede n ready stok
Soalnya kadang suka PO 

Thank you SH  RD, Shopee n Kurir 
Sukses selalu",Pengemasan pengiriman cepat Best produk bangetlah si protein cream satu ini Pembelian yang keberapa tahu karena saking seringnya beli Best buat rambut gw yang ngembang buanget jadi mudah di atur lembut klo seblom catokan wajib pake ini n jadi shiny Lagi ada promo saat live jadi mentengin terus klo lagi live makanya wlopun di rumah masih ada setengah kemasan gercep beli ahhh mumpung lagi ada diskon gede n ready stok Soalnya kadang suka PO Thank you SH RD Shopee n Kurir Sukses selalu,pengemasan pengiriman cepat best produk bangetlah si protein cream satu ini pembelian yang keberapa tahu karena saking seringnya beli best buat rambut gw yang ngembang buanget jadi mudah di atur lembut klo seblom catokan wajib pake ini n jadi shiny lagi ada promo saat live jadi mentengin terus klo lagi live makanya wlopun di rumah masih ada setengah kemasan gercep beli ahhh mumpung lagi ada diskon gede n ready stok soalnya kadang suka po thank you sh rd shopee n kurir sukses selalu,pengemasan pengiriman cepat best produk bangetlah si protein cream satu ini pembelian yang keberapa tahu karena saking seringnya beli best buat rambut gw yang ngembang buanget jadi mudah di atur lembut kalau seblom catokan wajib pakai ini n jadi shiny lagi ada promo saat live jadi mentengin terus kalau lagi live makanya wlopun di rumah masih ada setengah kemasan gercep beli ah mumpung lagi ada diskon gede n ready stok soalnya kadang suka po thank you sh rd shopee n kurir sukses selalu,"['pengemasan', 'pengiriman', 'cepat', 'best', 'produk', 'bangetlah', 'si', 'protein', 'cream', 'satu', 'ini', 'pembelian', 'yang', 'keberapa', 'tahu', 'karena', 'saking', 'seringnya', 'beli', 'best', 'buat', 'rambut', 'gw', 'yang', 'ngembang', 'buanget', 'jadi', 'mudah', 'di', 'atur', 'lembut', 'kalau', 'seblom', 'catokan', 'wajib', 'pakai', 'ini', 'n', 'jadi', 'shiny', 'lagi', 'ada', 'promo', 'saat', 'live', 'jadi', 'mentengin', 'terus', 'kalau', 'lagi', 'live', 'makanya', 'wlopun', 'di', 'rumah', 'masih', 'ada', 'setengah', 'kemasan', 'gercep', 'beli', 'ah', 'mumpung', 'lagi', 'ada', 'diskon', 'gede', 'n', 'ready', 'stok', 'soalnya', 'kadang', 'suka', 'po', 'thank', 'you', 'sh', 'rd', 'shopee', 'n', 'kurir', 'sukses', 'selalu']","['pengemasan', 'pengiriman', 'cepat', 'best', 'produk', 'bangetlah', 'si', 'protein', 'cream', 'satu', 'pembelian', 'keberapa', 'tahu', 'saking', 'seringnya', 'beli', 'best', 'buat', 'rambut', 'gw', 'ngembang', 'buanget', 'jadi', 'mudah', 'atur', 'lembut', 'kalau', 'seblom', 'catokan', 'wajib', 'pakai', 'n', 'jadi', 'shiny', 'promo', 'live', 'jadi', 'mentengin', 'terus', 'kalau', 'live', 'makanya', 'wlopun', 'rumah', 'setengah', 'kemasan', 'gercep', 'beli', 'ah', 'mumpung', 'diskon', 'gede', 'n', 'ready', 'stok', 'soalnya', 'kadang', 'suka', 'po', 'thank', 'you', 'sh', 'rd', 'shopee', 'n', 'kurir', 'sukses', 'selalu']","['emas', 'kirim', 'cepat', 'best', 'produk', 'banget', 'si', 'protein', 'cream', 'satu', 'beli', 'berapa', 'tahu', 'saking', 'sering', 'beli', 'best', 'buat', 'rambut', 'gw', 'ngembang', 'buanget', 'jadi', 'mudah', 'atur', 'lembut', 'kalau', 'seblom', 'catokan', 'wajib', 'pakai', 'n', 'jadi', 'shiny', 'promo', 'live', 'jadi', 'mentengin', 'terus', 'kalau', 'live', 'makanya', 'wlopun', 'rumah', 'tengah', 'kemas', 'gercep', 'beli', 'ah', 'mumpung', 'diskon', 'gede', 'n', 'ready', 'stok', 'soal', 'kadang', 'suka', 'po', 'thank', 'you', 'sh', 'rd', 'shopee', 'n', 'kurir', 'sukses', 'selalu']",Positif,Positif
Shopee,erika3789,5.0,2024-10-04T06:11:27.000Z,"Tekstur:ringan dan lembut
Aroma:wangi kayak bunga, tapi tidak menyengat.
Efek:melembabkan rambut, menutrisi rambut

Cream ini bagus deh pokoknya. Makainya harus rutin tiap hari. Apalagi sebelum catok wajib. 80ml bisa sampe setahun.",Tekstur ringan dan lembut Aroma wangi kayak bunga tapi tidak menyengat Efek melembabkan rambut menutrisi rambut Cream ini bagus deh pokoknya Makainya harus rutin tiap hari Apalagi sebelum catok wajib ml bisa sampe setahun,tekstur ringan dan lembut aroma wangi kayak bunga tapi tidak menyengat efek melembabkan rambut menutrisi rambut cream ini bagus deh pokoknya makainya harus rutin tiap hari apalagi sebelum catok wajib ml bisa sampe setahun,tekstur ringan dan lembut aroma wangi kayak bunga tapi tidak menyengat efek melembabkan rambut menutrisi rambut cream ini bagus deh pokoknya makainya harus rutin tiap hari apalagi sebelum catok wajib ml bisa sampe setahun,"['tekstur', 'ringan', 'dan', 'lembut', 'aroma', 'wangi', 'kayak', 'bunga', 'tapi', 'tidak', 'menyengat', 'efek', 'melembabkan', 'rambut', 'menutrisi', 'rambut', 'cream', 'ini', 'bagus', 'deh', 'pokoknya', 'makainya', 'harus', 'rutin', 'tiap', 'hari', 'apalagi', 'sebelum', 'catok', 'wajib', 'ml', 'bisa', 'sampe', 'setahun']","['tekstur', 'ringan', 'lembut', 'aroma', 'wangi', 'kayak', 'bunga', 'tidak', 'menyengat', 'efek', 'melembabkan', 'rambut', 'menutrisi', 'rambut', 'cream', 'bagus', 'deh', 'pokoknya', 'makainya', 'rutin', 'tiap', 'hari', 'catok', 'wajib', 'ml', 'sampe', 'setahun']","['tekstur', 'ringan', 'lembut', 'aroma', 'wangi', 'kayak', 'bunga', 'tidak', 'sengat', 'efek', 'melembabkan', 'rambut', 'nutrisi', 'rambut', 'cream', 'bagus', 'deh', 'pokok', 'maka', 'rutin', 'tiap', 'hari', 'catok', 'wajib', 'ml', 'sampe', 'tahun']",Positif,Positif
Shopee,s*****a,5.0,2025-03-02T06:03:25.000Z,Ya lumayan buat lemesin rambut yg kering n pecah2.  Tapi isinya ga terlalu banyak sih.  Harganya lumayan juga hehe... Pengemasan aman. Dapat bonus sampo di sasetan jg.,Ya lumayan buat lemesin rambut yg kering n pecah pecah Tapi isinya ga terlalu banyak sih Harganya lumayan juga hehe Pengemasan aman Dapat bonus sampo di sasetan jg,ya lumayan buat lemesin rambut yg kering n pecah pecah tapi isinya ga terlalu banyak sih harganya lumayan juga hehe pengemasan aman dapat bonus sampo di sasetan jg,ya lumayan buat lemesin rambut yang kering n pecah pecah tapi isinya tidak terlalu banyak sih harganya lumayan juga hehe pengemasan aman dapat bonus sampo di sasetan jg,"['ya', 'lumayan', 'buat', 'lemesin', 'rambut', 'yang', 'kering', 'n', 'pecah', 'pecah', 'tapi', 'isinya', 'tidak', 'terlalu', 'banyak', 'sih', 'harganya', 'lumayan', 'juga', 'hehe', 'pengemasan', 'aman', 'dapat', 'bonus', 'sampo', 'di', 'sasetan', 'jg']","['lumayan', 'buat', 'lemesin', 'rambut', 'kering', 'n', 'pecah', 'pecah', 'isinya', 'tidak', 'terlalu', 'banyak', 'sih', 'harganya', 'lumayan', 'hehe', 'pengemasan', 'aman', 'bonus', 'sampo', 'sasetan', 'jg']","['lumayan', 'buat', 'lemesin', 'rambut', 'kering', 'n', 'pecah', 'pecah', 'isi', 'tidak', 'terlalu', 'banyak', 'sih', 'harga', 'lumayan', 'hehe', 'emas', 'aman', 'bonus', 'sampo', 'sasetan', 'jg']",Positif,Positif
Shopee,m*****8,5.0,2025-11-11T12:34:35.000Z,"Katanya baik untuk rambut kering dan sulit diatur, jadi coba untuk pertama kalinya semoga betul dan cocok. Wanginya soft, pengiriman nya cepet, packingnya aman dan rapi, trims",Katanya baik untuk rambut kering dan sulit diatur jadi coba untuk pertama kalinya semoga betul dan cocok Wanginya soft pengiriman nya cepet packingnya aman dan rapi trims,katanya baik untuk rambut kering dan sulit diatur jadi coba untuk pertama kalinya semoga betul dan cocok wanginya soft pengiriman nya cepet packingnya aman dan rapi trims,katanya baik untuk rambut kering dan sulit diatur jadi coba untuk pertama kalinya semoga betul dan cocok wanginya lembut pengiriman nya cepat packingnya aman dan rapi trims,"['katanya', 'baik', 'untuk', 'rambut', 'kering', 'dan', 'sulit', 'diatur', 'jadi', 'coba', 'untuk', 'pertama', 'kalinya', 'semoga', 'betul', 'dan', 'cocok', 'wanginya', 'lembut', 'pengiriman', 'nya', 'cepat', 'packingnya', 'aman', 'dan', 'rapi', 'trims']","['katanya', 'baik', 'rambut', 'kering', 'sulit', 'diatur', 'jadi', 'coba', 'pertama', 'kalinya', 'semoga', 'betul', 'cocok', 'wanginya', 'lembut', 'pengiriman', 'nya', 'cepat', 'packingnya', 'aman', 'rapi', 'trims']","['kata', 'baik', 'rambut', 'kering', 'sulit', 'atur', 'jadi', 'coba', 'pertama', 'kali', 'moga', 'betul', 'cocok', 'wangi', 'lembut', 'kirim', 'nya', 'cepat', 'packingnya', 'aman', 'rapi', 'trims']",Positif,Positif
Shopee,agungastiti23,5.0,2026-04-01T00:44:16.000Z,"Tekstur:lembut dan kenyal
Fungsi:rambut jd lbh halus dan bagus digunakan sblm memakai catokan

barang sudah sampai,packing aman ,pengiriman cepat , sudah kesekian kalinya beli karena se endul itu sampe udah habis dan cus langsung beli lagi Terimakasih banyak cocok di rambutku halus dan wangi serta tahan lama kalau di barengi dengan langsung di catok",Tekstur lembut dan kenyal Fungsi rambut jd lbh halus dan bagus digunakan sblm memakai catokan barang sudah sampai packing aman pengiriman cepat sudah kesekian kalinya beli karena se endul itu sampe udah habis dan cus langsung beli lagi Terimakasih banyak cocok di rambutku halus dan wangi serta tahan lama kalau di barengi dengan langsung di catok,tekstur lembut dan kenyal fungsi rambut jd lbh halus dan bagus digunakan sblm memakai catokan barang sudah sampai packing aman pengiriman cepat sudah kesekian kalinya beli karena se endul itu sampe udah habis dan cus langsung beli lagi terimakasih banyak cocok di rambutku halus dan wangi serta tahan lama kalau di barengi dengan langsung di catok,tekstur lembut dan kenyal fungsi rambut jadi lbh halus dan bagus digunakan sblm memakai catokan barang sudah sampai packing aman pengiriman cepat sudah kesekian kalinya beli karena se endul itu sampe sudah habis dan cus langsung beli lagi terimakasih banyak cocok di rambutku halus dan wangi serta tahan lama kalau di barengi dengan langsung di catok,"['tekstur', 'lembut', 'dan', 'kenyal', 'fungsi', 'rambut', 'jadi', 'lbh', 'halus', 'dan', 'bagus', 'digunakan', 'sblm', 'memakai', 'catokan', 'barang', 'sudah', 'sampai', 'packing', 'aman', 'pengiriman', 'cepat', 'sudah', 'kesekian', 'kalinya', 'beli', 'karena', 'se', 'endul', 'itu', 'sampe', 'sudah', 'habis', 'dan', 'cus', 'langsung', 'beli', 'lagi', 'terimakasih', 'banyak', 'cocok', 'di', 'rambutku', 'halus', 'dan', 'wangi', 'serta', 'tahan', 'lama', 'kalau', 'di', 'barengi', 'dengan', 'langsung', 'di', 'catok']","['tekstur', 'lembut', 'kenyal', 'fungsi', 'rambut', 'jadi', 'lbh', 'halus', 'bagus', 'digunakan', 'sblm', 'memakai', 'catokan', 'barang', 'packing', 'aman', 'pengiriman', 'cepat', 'kesekian', 'kalinya', 'beli', 'se', 'endul', 'sampe', 'habis', 'cus', 'langsung', 'beli', 'terimakasih', 'banyak', 'cocok', 'rambutku', 'halus', 'wangi', 'tahan', 'lama', 'kalau', 'barengi', 'langsung', 'catok']","['tekstur', 'lembut', 'kenyal', 'fungsi', 'rambut', 'jadi', 'lbh', 'halus', 'bagus', 'guna', 'sblm', 'pakai', 'catokan', 'barang', 'packing', 'aman', 'kirim', 'cepat', 'sekian', 'kali', 'beli', 'se', 'endul', 'sampe', 'habis', 'cus', 'langsung', 'beli', 'terimakasih', 'banyak', 'cocok', 'rambut', 'halus', 'wangi', 'tahan', 'lama', 'kalau', 'bareng', 'langsung', 'catok']",Positif,Positif
Shopee,roosy_80,5.0,2025-05-06T12:22:36.000Z,"Tekstur:oke banget
Aroma:harum banget
Efek:baru pakai beberapa hari lumayan halus di rambut

terima kasih seller saya baru coba pertama kali semoga cocok dan bisa order lagi ya. terima kasih buat bonus shampoonya cocok ketombe rontok habis..jd oke rambut bye bye ketombe",Tekstur oke banget Aroma harum banget Efek baru pakai beberapa hari lumayan halus di rambut terima kasih seller saya baru coba pertama kali semoga cocok dan bisa order lagi ya terima kasih buat bonus shampoonya cocok ketombe rontok habis jd oke rambut bye bye ketombe,tekstur oke banget aroma harum banget efek baru pakai beberapa hari lumayan halus di rambut terima kasih seller saya baru coba pertama kali semoga cocok dan bisa order lagi ya terima kasih buat bonus shampoonya cocok ketombe rontok habis jd oke rambut bye bye ketombe,tekstur oke banget aroma harum banget efek baru pakai beberapa hari lumayan halus di rambut terima kasih seller saya baru coba pertama kali semoga cocok dan bisa order lagi ya terima kasih buat bonus shampoonya cocok ketombe rontok habis jadi oke rambut bye bye ketombe,"['tekstur', 'oke', 'banget', 'aroma', 'harum', 'banget', 'efek', 'baru', 'pakai', 'beberapa', 'hari', 'lumayan', 'halus', 'di', 'rambut', 'terima', 'kasih', 'seller', 'saya', 'baru', 'coba', 'pertama', 'kali', 'semoga', 'cocok', 'dan', 'bisa', 'order', 'lagi', 'ya', 'terima', 'kasih', 'buat', 'bonus', 'shampoonya', 'cocok', 'ketombe', 'rontok', 'habis', 'jadi', 'oke', 'rambut', 'bye', 'bye', 'ketombe']","['tekstur', 'oke', 'banget', 'aroma', 'harum', 'banget', 'efek', 'baru', 'pakai', 'beberapa', 'hari', 'lumayan', 'halus', 'rambut', 'terima', 'kasih', 'seller', 'baru', 'coba', 'pertama', 'kali', 'semoga', 'cocok', 'order', 'terima', 'kasih', 'buat', 'bonus', 'shampoonya', 'cocok', 'ketombe', 'rontok', 'habis', 'jadi', 'oke', 'rambut', 'bye', 'bye', 'ketombe']","['tekstur', 'oke', 'banget', 'aroma', 'harum', 'banget', 'efek', 'baru', 'pakai', 'beberapa', 'hari', 'lumayan', 'halus', 'rambut', 'terima', 'kasih', 'seller', 'baru', 'coba', 'pertama', 'kali', 'moga', 'cocok', 'order', 'terima', 'kasih', 'buat', 'bonus', 'shampoonya', 'cocok', 'ketombe', 'rontok', 'habis', 'jadi', 'oke', 'rambut', 'bye', 'bye', 'ketombe']",Positif,Positif
Shopee,a*****n,5.0,2024-03-09T05:16:05.000Z,katanya bagus semoga cocok di aku pengiriman cepat dan packingan aman ngak pecah tks seller shopee dan kurir yang 10 ml imut bakalan repeat order lagi,katanya bagus semoga cocok di aku pengiriman cepat dan packingan aman ngak pecah tks seller shopee dan kurir yang ml imut bakalan repeat order lagi,katanya bagus semoga cocok di aku pengiriman cepat dan packingan aman ngak pecah tks seller shopee dan kurir yang ml imut bakalan repeat order lagi,katanya bagus semoga cocok di aku pengiriman cepat dan packingan aman ngak pecah tks seller shopee dan kurir yang ml imut bakalan repeat order lagi,"['katanya', 'bagus', 'semoga', 'cocok', 'di', 'aku', 'pengiriman', 'cepat', 'dan', 'packingan', 'aman', 'ngak', 'pecah', 'tks', 'seller', 'shopee', 'dan', 'kurir', 'yang', 'ml', 'imut', 'bakalan', 'repeat', 'order', 'lagi']","['katanya', 'bagus', 'semoga', 'cocok', 'aku', 'pengiriman', 'cepat', 'packingan', 'aman', 'ngak', 'pecah', 'tks', 'seller', 'shopee', 'kurir', 'ml', 'imut', 'bakalan', 'repeat', 'order']","['kata', 'bagus', 'moga', 'cocok', 'aku', 'kirim', 'cepat', 'packingan', 'aman', 'ngak', 'pecah', 'tks', 'seller', 'shopee', 'kurir', 'ml', 'imut', 'bakal', 'repeat', 'order']",Positif,Positif
Shopee,y*****9,5.0,2025-06-10T14:27:43.000Z,"Tekstur:lembut
Aroma:wangi
Efek:membuat rambut menjadi mudah diatur

Ini udh pembelian yg ke-3, bener"" bagus banget. Rambut jadi mudah diatur, lembut dan berkilau. Emang ga langsung buat rambut lurus, tapi menurut sya ga mesti hasilnya jadi lurus. Tapi bener"" ga rugi beli. Makasi shrd. Udh ga perlu diragukan lagi 🥰",Tekstur lembut Aroma wangi Efek membuat rambut menjadi mudah diatur Ini udh pembelian yg ke bener bagus banget Rambut jadi mudah diatur lembut dan berkilau Emang ga langsung buat rambut lurus tapi menurut sya ga mesti hasilnya jadi lurus Tapi bener ga rugi beli Makasi shrd Udh ga perlu diragukan lagi,tekstur lembut aroma wangi efek membuat rambut menjadi mudah diatur ini udh pembelian yg ke bener bagus banget rambut jadi mudah diatur lembut dan berkilau emang ga langsung buat rambut lurus tapi menurut sya ga mesti hasilnya jadi lurus tapi bener ga rugi beli makasi shrd udh ga perlu diragukan lagi,tekstur lembut aroma wangi efek membuat rambut menjadi mudah diatur ini sudah pembelian yang ke benar bagus banget rambut jadi mudah diatur lembut dan berkilau memang tidak langsung buat rambut lurus tapi menurut sya tidak mesti hasilnya jadi lurus tapi benar tidak rugi beli terima kasih shrd sudah tidak perlu diragukan lagi,"['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'membuat', 'rambut', 'menjadi', 'mudah', 'diatur', 'ini', 'sudah', 'pembelian', 'yang', 'ke', 'benar', 'bagus', 'banget', 'rambut', 'jadi', 'mudah', 'diatur', 'lembut', 'dan', 'berkilau', 'memang', 'tidak', 'langsung', 'buat', 'rambut', 'lurus', 'tapi', 'menurut', 'sya', 'tidak', 'mesti', 'hasilnya', 'jadi', 'lurus', 'tapi', 'benar', 'tidak', 'rugi', 'beli', 'terima', 'kasih', 'shrd', 'sudah', 'tidak', 'perlu', 'diragukan', 'lagi']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'membuat', 'rambut', 'menjadi', 'mudah', 'diatur', 'pembelian', 'benar', 'bagus', 'banget', 'rambut', 'jadi', 'mudah', 'diatur', 'lembut', 'berkilau', 'memang', 'tidak', 'langsung', 'buat', 'rambut', 'lurus', 'sya', 'tidak', 'mesti', 'hasilnya', 'jadi', 'lurus', 'benar', 'tidak', 'rugi', 'beli', 'terima', 'kasih', 'shrd', 'tidak', 'perlu', 'diragukan']","['tekstur', 'lembut', 'aroma', 'wangi', 'efek', 'buat', 'rambut', 'jadi', 'mudah', 'atur', 'beli', 'benar', 'bagus', 'banget', 'rambut', 'jadi', 'mudah', 'atur', 'lembut', 'kilau', 'memang', 'tidak', 'langsung', 'buat', 'rambut', 'lurus', 'sya', 'tidak', 'mesti', 'hasil', 'jadi', 'lurus', 'benar', 'tidak', 'rugi', 'beli', 'terima', 'kasih', 'shrd', 'tidak', 'perlu', 'ragu']",Positif,Positif
Shopee,marthinabereloe,5.0,2023-09-05T06:27:56.000Z,"Tips Pengguna:untuk rambut singa 🦁
Profil Kecantikan:ya
Wangi:ya

Pengiriman cepat, pengemasan baik
Ukuran cuma 10ml.
Baru mau dicoba semoga cocok dgn rambut aku. 
Thanks seller, Shopee, abang kurir 🚴📦.",Tips Pengguna untuk rambut singa Profil Kecantikan ya Wangi ya Pengiriman cepat pengemasan baik Ukuran cuma ml Baru mau dicoba semoga cocok dgn rambut aku Thanks seller Shopee abang kurir,tips pengguna untuk rambut singa profil kecantikan ya wangi ya pengiriman cepat pengemasan baik ukuran cuma ml baru mau dicoba semoga cocok dgn rambut aku thanks seller shopee abang kurir,tips pengguna untuk rambut singa profil kecantikan ya wangi ya pengiriman cepat pengemasan baik ukuran cuma ml baru mau dicoba semoga cocok dengan rambut aku terima kasih seller shopee abang kurir,"['tips', 'pengguna', 'untuk', 'rambut', 'singa', 'profil', 'kecantikan', 'ya', 'wangi', 'ya', 'pengiriman', 'cepat', 'pengemasan', 'baik', 'ukuran', 'cuma', 'ml', 'baru', 'mau', 'dicoba', 'semoga', 'cocok', 'dengan', 'rambut', 'aku', 'terima', 'kasih', 'seller', 'shopee', 'abang', 'kurir']","['tips', 'pengguna', 'rambut', 'singa', 'profil', 'kecantikan', 'wangi', 'pengiriman', 'cepat', 'pengemasan', 'baik', 'ukuran', 'cuma', 'ml', 'baru', 'mau', 'dicoba', 'semoga', 'cocok', 'rambut', 'aku', 'terima', 'kasih', 'seller', 'shopee', 'abang', 'kurir']","['tips', 'guna', 'rambut', 'singa', 'profil', 'cantik', 'wangi', 'kirim', 'cepat', 'emas', 'baik', 'ukur', 'cuma', 'ml', 'baru', 'mau', 'coba', 'moga', 'cocok', 'rambut', 'aku', 'terima', 'kasih', 'seller', 'shopee', 'abang', 'kurir']",Positif,Positif
Shopee,m*****7,5.0,2022-04-24T05:10:50.000Z,"Bahan:sangat bagus
Efektivitas:sekali pakai langsung ada hasilnya (ini aku udah sebulan pemakaian kayaknya)
Tekstur:creamnya wangi

Baru pertama kali pakai udah ada hasilnya, pokoknya the best deh cream ini, walaupun harganya lumayan tapi hasilnya bagus",Bahan sangat bagus Efektivitas sekali pakai langsung ada hasilnya ini aku udah sebulan pemakaian kayaknya Tekstur creamnya wangi Baru pertama kali pakai udah ada hasilnya pokoknya the best deh cream ini walaupun harganya lumayan tapi hasilnya bagus,bahan sangat bagus efektivitas sekali pakai langsung ada hasilnya ini aku udah sebulan pemakaian kayaknya tekstur creamnya wangi baru pertama kali pakai udah ada hasilnya pokoknya the best deh cream ini walaupun harganya lumayan tapi hasilnya bagus,bahan sangat bagus efektivitas sekali pakai langsung ada hasilnya ini aku sudah sebulan pemakaian kayaknya tekstur creamnya wangi baru pertama kali pakai sudah ada hasilnya pokoknya the best deh cream ini walaupun harganya lumayan tapi hasilnya bagus,"['bahan', 'sangat', 'bagus', 'efektivitas', 'sekali', 'pakai', 'langsung', 'ada', 'hasilnya', 'ini', 'aku', 'sudah', 'sebulan', 'pemakaian', 'kayaknya', 'tekstur', 'creamnya', 'wangi', 'baru', 'pertama', 'kali', 'pakai', 'sudah', 'ada', 'hasilnya', 'pokoknya', 'the', 'best', 'deh', 'cream', 'ini', 'walaupun', 'harganya', 'lumayan', 'tapi', 'hasilnya', 'bagus']","['bahan', 'sangat', 'bagus', 'efektivitas', 'sekali', 'pakai', 'langsung', 'hasilnya', 'aku', 'sebulan', 'pemakaian', 'kayaknya', 'tekstur', 'creamnya', 'wangi', 'baru', 'pertama', 'kali', 'pakai', 'hasilnya', 'pokoknya', 'the', 'best', 'deh', 'cream', 'walaupun', 'harganya', 'lumayan', 'hasilnya', 'bagus']","['bahan', 'sangat', 'bagus', 'efektivitas', 'sekali', 'pakai', 'langsung', 'hasil', 'aku', 'bulan', 'pakai', 'kayak', 'tekstur', 'creamnya', 'wangi', 'baru', 'pertama', 'kali', 'pakai', 'hasil', 'pokok', 'the', 'best', 'deh', 'cream', 'walaupun', 'harga', 'lumayan', 'hasil', 'bagus']",Positif,Positif
